11130,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-12-19 05:57:00,10
2019-12-19 05:59:00,4
2019-12-19 06:01:00,8
2019-12-19 06:04:00,10
2019-12-19 06:07:00,10
2019-12-19 06:09:00,10
2019-12-19 06:11:00,9
2019-12-19 06:13:00,10
2019-12-19 06:16:00,10
2019-12-19 06:18:00,8
2019-12-19 06:20:00,6
2019-12-19 06:21:00,4
2019-12-19 06:24:00,8
2019-12-19 06:26:00,10
2019-12-19 06:28:00,1
2019-12-19 06:29:00,1
2019-12-19 06:31:00,2
2019-12-19 06:32:00,1
2019-12-19 06:34:00,1
2019-12-19 06:35:00,2
2019-12-19 06:36:00,2
2019-12-19 06:38:00,1
2019-12-19 06:40:00,1
2019-12-19 06:41:00,3
2019-12-19 06:42:00,1
2019-12-19 06:43:00,1
2019-12-19 06:44:00,1
2019-12-19 06:46:00,6
2019-12-19 06:48:00,1
2019-12-19 06:50:00,1
2019-12-19 06:52:00,2
2019-12-19 06:53:00,1
2019-12-19 06:56:00,2
2019-12-19 06:57:00,2
2019-12-19 07:00:00,1
2019-12-19 07:02:00,1
2019-12-19 07:03:00,1
2019-12-19 07:05:00,1
2019-12-19 07:07:00,1
2019-12-19 07:08:00,2
2019-12-19 07:10:00,1
2019-12-19 07:12:00,1
2019-12-19 07:14:00,1
2019-12-19 07:15:00,2
2019-12-19 07:16:00,2
2019-12-19 07:18:00,1
2019-12-19 07:19:00,1
2019-12-19 07:20:00,2
2019-12-19 07:21:00,2
2019-12-19 07:22:00,2
2019-12-19 07:24:00,1
2019-12-19 07:25:00,1
2019-12-19 07:26:00,1
2019-12-19 07:27:00,1
2019-12-19 07:28:00,2
2019-12-19 07:30:00,3
2019-12-19 07:32:00,1
2019-12-19 07:33:00,1
2019-12-19 07:34:00,1
2019-12-19 07:36:00,1
2019-12-19 07:38:00,1
2019-12-19 07:39:00,3
2019-12-19 07:40:00,2
2019-12-19 07:41:00,3
2019-12-19 07:43:00,2
2019-12-19 07:44:00,1
2019-12-19 07:45:00,1
2019-12-19 07:46:00,6
2019-12-19 07:48:00,1
2019-12-19 07:49:00,1
2019-12-19 07:50:00,1
2019-12-19 07:51:00,3
2019-12-19 07:52:00,3
2019-12-19 07:53:00,2
2019-12-19 07:54:00,1
2019-12-19 07:55:00,2
2019-12-19 07:56:00,1
2019-12-19 07:57:00,10
2019-12-19 07:58:00,1
2019-12-19 07:59:00,3
2019-12-19 08:00:00,1
2019-12-19 08:01:00,2
2019-12-19 08:02:00,1
2019-12-19 08:03:00,1
2019-12-19 08:04:00,10
2019-12-19 08:06:00,2
2019-12-19 08:07:00,10
2019-12-19 08:09:00,6
2019-12-19 08:10:00,4
2019-12-19 08:12:00,3
2019-12-19 08:13:00,1
2019-12-19 08:14:00,1
2019-12-19 08:15:00,2
2019-12-19 08:16:00,1
2019-12-19 08:17:00,9
2019-12-19 08:19:00,4
2019-12-19 08:20:00,1
2019-12-19 08:22:00,10
2019-12-19 08:24:00,10
2019-12-19 08:26:00,3
2019-12-19 08:27:00,1
2019-12-19 08:29:00,10
2019-12-19 08:31:00,3
2019-12-19 08:32:00,2
2019-12-19 08:34:00,2
2019-12-19 08:35:00,4
2019-12-19 08:37:00,10
2019-12-19 08:39:00,4
2019-12-19 08:40:00,3
2019-12-19 08:41:00,2
2019-12-19 08:42:00,1
2019-12-19 08:43:00,1
2019-12-19 08:44:00,10
2019-12-19 08:46:00,2
2019-12-19 08:47:00,2
2019-12-19 08:48:00,2
2019-12-19 08:50:00,1
2019-12-19 08:51:00,2
2019-12-19 08:52:00,2
2019-12-19 08:53:00,4
2019-12-19 08:55:00,3
2019-12-19 08:56:00,1
2019-12-19 08:57:00,1
2019-12-19 08:59:00,10
2019-12-19 09:01:00,10
2019-12-19 09:03:00,2
2019-12-19 09:04:00,1
2019-12-19 09:05:00,1
2019-12-19 09:06:00,2
2019-12-19 09:07:00,1
2019-12-19 09:08:00,2
2019-12-19 09:09:00,1
2019-12-19 09:10:00,2
2019-12-19 09:11:00,1
2019-12-19 09:12:00,1
2019-12-19 09:13:00,2
2019-12-19 09:15:00,1
2019-12-19 09:16:00,3
2019-12-19 09:17:00,1
2019-12-19 09:18:00,2
2019-12-19 09:19:00,2
2019-12-19 09:20:00,1
2019-12-19 09:21:00,10
2019-12-19 09:23:00,2
2019-12-19 09:24:00,1
2019-12-19 09:25:00,2
2019-12-19 09:26:00,2
2019-12-19 09:27:00,2
2019-12-19 09:28:00,2
2019-12-19 09:29:00,2
2019-12-19 09:30:00,1
2019-12-19 09:31:00,1
2019-12-19 09:32:00,1
2019-12-19 09:33:00,1
2019-12-19 09:34:00,2
2019-12-19 09:35:00,1
2019-12-19 09:36:00,10
2019-12-19 09:38:00,1
2019-12-19 09:39:00,2
2019-12-19 09:41:00,3
2019-12-19 09:42:00,1
2019-12-19 09:43:00,1
2019-12-19 09:49:00,1
2019-12-19 09:50:00,1
2019-12-19 09:57:00,1
2019-12-19 09:58:00,4
2019-12-19 09:59:00,1
2019-12-19 10:00:00,1
2019-12-19 10:01:00,2
2019-12-19 10:02:00,1
2019-12-19 10:03:00,1
2019-12-19 10:04:00,2
2019-12-19 10:07:00,1
2019-12-19 10:09:00,1
2019-12-19 10:10:00,1
2019-12-19 10:11:00,1
2019-12-19 10:13:00,2
2019-12-19 10:14:00,3
2019-12-19 10:17:00,3
2019-12-19 10:18:00,5
2019-12-19 10:20:00,2
2019-12-19 10:22:00,1
2019-12-19 10:23:00,1
2019-12-19 10:24:00,2
2019-12-19 10:25:00,2
2019-12-19 10:26:00,1
2019-12-19 10:28:00,2
2019-12-19 10:29:00,2
2019-12-19 10:30:00,2
2019-12-19 10:31:00,1
2019-12-19 10:32:00,1
2019-12-19 10:33:00,2
2019-12-19 10:34:00,2
2019-12-19 10:35:00,2
2019-12-19 10:36:00,1
2019-12-19 10:38:00,4
2019-12-19 10:39:00,2
2019-12-19 10:40:00,3
2019-12-19 10:41:00,4
2019-12-19 10:42:00,3
2019-12-19 10:43:00,3
2019-12-19 10:44:00,3
2019-12-19 10:45:00,1
2019-12-19 10:46:00,1
2019-12-19 10:47:00,2
2019-12-19 10:48:00,4
2019-12-19 10:50:00,4
2019-12-19 10:52:00,1
2019-12-19 10:53:00,3
2019-12-19 10:57:00,1
2019-12-19 11:00:00,4
2019-12-19 11:02:00,3
2019-12-19 11:03:00,2
2019-12-19 11:05:00,1
2019-12-19 11:06:00,5
2019-12-19 11:07:00,2
2019-12-19 11:09:00,2
2019-12-19 11:10:00,1
2019-12-19 11:11:00,1
2019-12-19 11:12:00,4
2019-12-19 11:13:00,1
2019-12-19 11:15:00,1
2019-12-19 11:16:00,3
2019-12-19 11:19:00,1
2019-12-19 11:20:00,1
2019-12-19 11:21:00,3
2019-12-19 11:22:00,2
2019-12-19 11:24:00,3
2019-12-19 11:25:00,2
2019-12-19 11:26:00,3
2019-12-19 11:28:00,2
2019-12-19 11:29:00,2
2019-12-19 11:30:00,2
2019-12-19 11:31:00,1
2019-12-19 11:32:00,1
2019-12-19 11:33:00,4
2019-12-19 11:34:00,1
2019-12-19 11:35:00,2
2019-12-19 11:36:00,3
2019-12-19 11:37:00,1
2019-12-19 11:38:00,2
2019-12-19 11:39:00,1
2019-12-19 11:40:00,3
2019-12-19 11:42:00,2
2019-12-19 11:43:00,1
2019-12-19 11:44:00,2
2019-12-19 11:45:00,1
2019-12-19 11:46:00,1
2019-12-19 11:47:00,2
2019-12-19 11:48:00,1
2019-12-19 11:49:00,3
2019-12-19 11:50:00,2
2019-12-19 11:51:00,1
2019-12-19 11:52:00,1
2019-12-19 11:53:00,2
2019-12-19 11:54:00,3
2019-12-19 11:55:00,1
2019-12-19 11:56:00,1
2019-12-19 11:57:00,4
2019-12-19 11:58:00,1
2019-12-19 11:59:00,1
2019-12-19 12:00:00,1
2019-12-19 12:01:00,2
2019-12-19 12:02:00,3
2019-12-19 12:03:00,3
2019-12-19 12:04:00,2
2019-12-19 12:05:00,2
2019-12-19 12:06:00,1
2019-12-19 12:07:00,2
2019-12-19 12:08:00,2
2019-12-19 12:09:00,2
2019-12-19 12:10:00,2
2019-12-19 12:11:00,2
2019-12-19 12:12:00,2
2019-12-19 12:13:00,3
2019-12-19 12:14:00,2
2019-12-19 12:15:00,1
2019-12-19 12:16:00,3
2019-12-19 12:17:00,2
2019-12-19 12:18:00,1
2019-12-19 12:19:00,2
2019-12-19 12:20:00,3
2019-12-19 12:21:00,1
2019-12-19 12:22:00,1
2019-12-19 12:23:00,2
2019-12-19 12:24:00,1
2019-12-19 12:25:00,2
2019-12-19 12:26:00,5
2019-12-19 12:27:00,1
2019-12-19 12:28:00,2
2019-12-19 12:29:00,2
2019-12-19 12:31:00,8
2019-12-19 12:33:00,2
2019-12-19 12:37:00,1
2019-12-19 12:39:00,1
2019-12-19 12:41:00,3
2019-12-19 12:42:00,3
2019-12-19 12:45:00,1
2019-12-19 12:46:00,2
2019-12-19 12:47:00,3
2019-12-19 12:50:00,1
2019-12-19 12:51:00,2
2019-12-19 12:52:00,2
2019-12-19 12:53:00,2
2019-12-19 12:55:00,1
2019-12-19 12:56:00,4
2019-12-19 12:58:00,2
2019-12-19 12:59:00,1
2019-12-19 13:02:00,3
2019-12-19 13:03:00,1
2019-12-19 13:04:00,3
2019-12-19 13:05:00,2
2019-12-19 13:06:00,3
2019-12-19 13:07:00,1
2019-12-19 13:08:00,2
2019-12-19 13:10:00,2
2019-12-19 13:11:00,1
2019-12-19 13:12:00,1
2019-12-19 13:13:00,2
2019-12-19 13:15:00,1
2019-12-19 13:16:00,1
2019-12-19 13:17:00,1
2019-12-19 13:18:00,3
2019-12-19 13:19:00,1
2019-12-19 13:20:00,1
2019-12-19 13:21:00,1
2019-12-19 13:22:00,1
2019-12-19 13:23:00,1
2019-12-19 13:24:00,1
2019-12-19 13:25:00,2
2019-12-19 13:27:00,1
2019-12-19 13:29:00,1
2019-12-19 13:30:00,3
2019-12-19 13:31:00,1
2019-12-19 13:32:00,3
2019-12-19 13:34:00,2
2019-12-19 13:35:00,2
2019-12-19 13:37:00,2
2019-12-19 13:38:00,1
2019-12-19 13:39:00,3
2019-12-19 13:40:00,1
2019-12-19 13:42:00,1
2019-12-19 13:43:00,1
2019-12-19 13:44:00,3
2019-12-19 13:46:00,2
2019-12-19 13:47:00,1
2019-12-19 13:48:00,1
2019-12-19 13:49:00,2
2019-12-19 13:50:00,1
2019-12-19 13:51:00,3
2019-12-19 13:53:00,2
2019-12-19 13:55:00,2
2019-12-19 13:59:00,1
2019-12-19 14:00:00,1
2019-12-19 14:02:00,1
2019-12-19 14:04:00,1
2019-12-19 14:07:00,2
2019-12-19 14:09:00,1
2019-12-19 14:11:00,3
2019-12-19 14:12:00,1
2019-12-19 14:13:00,1
2019-12-19 14:16:00,2
2019-12-19 14:17:00,1
2019-12-19 14:18:00,2
2019-12-19 14:19:00,1
2019-12-19 14:20:00,1
2019-12-19 14:22:00,1
2019-12-19 14:26:00,1
2019-12-19 14:28:00,5
2019-12-19 14:29:00,2
2019-12-19 14:30:00,2
2019-12-19 14:32:00,1
2019-12-19 14:33:00,4
2019-12-19 14:35:00,1
2019-12-19 14:36:00,1
2019-12-19 14:37:00,2
2019-12-19 14:38:00,2
2019-12-19 14:40:00,1
2019-12-19 14:41:00,1
2019-12-19 14:42:00,1
2019-12-19 14:43:00,1
2019-12-19 14:44:00,4
2019-12-19 14:45:00,1
2019-12-19 14:46:00,1
2019-12-19 14:47:00,1
2019-12-19 14:48:00,1
2019-12-19 14:49:00,1
2019-12-19 14:50:00,1
2019-12-19 14:51:00,1
2019-12-19 14:52:00,1
2019-12-19 14:53:00,2
2019-12-19 14:54:00,3
2019-12-19 14:56:00,4
2019-12-19 14:57:00,2
2019-12-19 14:58:00,1
2019-12-19 14:59:00,3
2019-12-19 15:00:00,3
2019-12-19 15:01:00,3
2019-12-19 15:02:00,3
2019-12-19 15:03:00,2
2019-12-19 15:04:00,1
2019-12-19 15:05:00,2
2019-12-19 15:07:00,2
2019-12-19 15:09:00,2
2019-12-19 15:10:00,1
2019-12-19 15:11:00,1
2019-12-19 15:13:00,1
2019-12-19 15:14:00,2
2019-12-19 15:15:00,1
2019-12-19 15:16:00,3
2019-12-19 15:17:00,1
2019-12-19 15:18:00,3
2019-12-19 15:19:00,2
2019-12-19 15:20:00,2
2019-12-19 15:21:00,1
2019-12-19 15:23:00,5
2019-12-19 15:24:00,1
2019-12-19 15:25:00,2
2019-12-19 15:26:00,1
2019-12-19 15:27:00,1
2019-12-19 15:28:00,1
2019-12-19 15:29:00,3
2019-12-19 15:32:00,1
2019-12-19 15:33:00,1
2019-12-19 15:35:00,2
2019-12-19 15:36:00,4
2019-12-19 15:37:00,2
2019-12-19 15:39:00,3
2019-12-19 15:42:00,1
2019-12-19 15:43:00,1
2019-12-19 15:44:00,3
2019-12-19 15:46:00,3
2019-12-19 15:48:00,1
2019-12-19 15:49:00,3
2019-12-19 15:50:00,3
2019-12-19 15:51:00,1
2019-12-19 15:53:00,2
2019-12-19 15:54:00,1
2019-12-19 15:55:00,2
2019-12-19 15:56:00,1
2019-12-19 15:57:00,2
2019-12-19 15:58:00,4
2019-12-19 15:59:00,1
2019-12-19 16:00:00,1
2019-12-19 16:01:00,2
2019-12-19 16:02:00,2
2019-12-19 16:05:00,4
2019-12-19 16:07:00,2
2019-12-19 16:08:00,1
2019-12-19 16:09:00,1
2019-12-19 16:10:00,3
2019-12-19 16:11:00,2
2019-12-19 16:12:00,1
2019-12-19 16:19:00,10
2019-12-19 16:21:00,4
2019-12-19 16:23:00,2
2019-12-19 16:24:00,2
2019-12-19 16:25:00,3
2019-12-19 16:27:00,3
2019-12-19 16:28:00,4
2019-12-19 16:29:00,1
2019-12-19 16:30:00,2
2019-12-19 16:32:00,3
2019-12-19 16:33:00,1
2019-12-19 16:34:00,1
2019-12-19 16:35:00,9
2019-12-19 16:37:00,10
2019-12-19 16:39:00,1
2019-12-19 16:41:00,10
2019-12-19 16:43:00,2
2019-12-19 16:45:00,5
2019-12-19 16:47:00,3
2019-12-19 16:49:00,2
2019-12-19 16:50:00,1
2019-12-19 16:51:00,3
2019-12-19 16:54:00,2
2019-12-19 16:56:00,1
2019-12-19 16:58:00,1
2019-12-19 17:00:00,1
2019-12-19 17:01:00,2
2019-12-19 17:02:00,1
2019-12-19 17:03:00,2
2019-12-19 17:05:00,2
2019-12-19 17:06:00,2
2019-12-19 17:07:00,1
2019-12-19 17:08:00,1
